,collisions,speed (on enter),braking force,braking force (norm),dtc (front),ttc (front),dtc (inter),dtc (approach),tl state (on enter),foes in inter (on enter),time (on enter),time (end),n stops,side move,run red light,envelope_id,stage,is_target
38,[],5.504662328252307,2.970656055144675,0.594131211028935,2.0010000000000328,1.1624125669800265,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right3' 'wb_right4' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
39,[],4.0445466106589505,3.411386269062973,0.6822772538125946,2.0010000000000328,1.084234235471372,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right3'
 'wb_right4' 'wb_straight2' 'wb_straight3']",14.0,20.5,1.0,-1.0,False,0,brrt,False
40,[],3.41763907759514,3.0629935328561286,0.6125987065712257,2.2602788660382203,1.143988877180277,0.9059895174561613,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'eb_right3' 'eb_straight1' 'sb_left2' 'wb_left1'
 'wb_right1' 'wb_right2' 'wb_straight2']",11.100000000000001,18.5,0.0,-1.0,False,0,brrt,False
41,[],12.414822289779728,0.0,0.0,16.78291971932856,11.036920230468517,0.9088382903236639,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_straight1' 'wb_left1' 'wb_right2' 'wb_straight1'
 'wb_straight2']",5.399999999999999,9.0,0.0,-1.0,False,0,brrt,False
42,[],5.504662328252307,2.878205754023324,0.5756411508046648,2.0010000000000328,1.1805996490268367,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight3' 'wb_straight4']",22.5,28.199999999999996,1.0,-1.0,False,0,brrt,False
43,[],4.0445466106589505,3.7444907079397938,0.7488981415879588,2.0010000000000328,1.0343525308696289,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right2'
 'wb_right3' 'wb_straight2' 'wb_straight3']",25.0,31.5,1.0,-1.0,False,0,brrt,False
44,[],5.3046623282523075,3.0953077918423197,0.619061558368464,2.0010000000000328,1.1389184130869108,1.531112232575854,1.400000000000034,rrrGGgrrrGGg,['eb_left2' 'eb_left3' 'eb_straight1' 'eb_straight2'],42.699999999999996,48.6,2.0,-1.0,False,0,brrt,False
45,[],5.504662328252307,2.4173915813804348,0.48347831627608695,2.0010000000000328,1.298116918099068,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right3' 'wb_right4' 'wb_straight2' 'wb_straight3']",31.5,37.199999999999996,1.0,-1.0,False,0,brrt,False
46,[],5.3046623282523075,2.4175982768687136,0.48351965537374275,2.0010000000000328,1.2926515643736578,1.531112232575854,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'eb_straight1' 'eb_straight2'],45.6,51.49999999999999,2.0,-1.0,False,0,brrt,False
47,"[{'lane': '1si_2', 'other id': 'eb_left1', 'other speed': 0.1, 'other type': 'Car', 'pos': 199.004, 'speed': 0.0, 'status': 'victim', 'time': 10.100000000000001}]",0.0,3.851000199530296,0.7702000399060591,2.0010000000000328,1.0194488920664753,0.9117812301844241,1.400000000000034,rrrGGgrrrGGg,['nb_left3' 'sb_left3'],10.199999999999996,21.1,2.0,10.0,False,0,brrt,True
48,[],5.504662328252307,2.008042836450228,0.40160856729004557,2.0010000000000328,1.4341873075459597,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight3']",21.5,27.199999999999996,1.0,-1.0,False,0,brrt,False
49,[],5.504662328252307,2.239796560452052,0.4479593120904104,2.0010000000000328,1.348061505791702,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",18.5,24.199999999999996,1.0,-1.0,False,0,brrt,False
50,"[{'lane': '1si_2', 'other id': 'eb_left1', 'other speed': 0.1, 'other type': 'Car', 'pos': 199.004, 'speed': 0.0, 'status': 'victim', 'time': 10.100000000000001}]",0.0,3.851000199530296,0.7702000399060591,2.0010000000000328,1.0194488920664753,0.9117812301844241,1.400000000000034,rrrGGgrrrGGg,['nb_left3' 'sb_left2'],10.199999999999996,21.299999999999997,2.0,10.0,False,0,brrt,True
51,[],5.504662328252307,3.236155678446116,0.6472311356892232,2.0010000000000328,1.112519098859794,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left2'
 'wb_left3' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
52,[],5.504662328252307,3.5142415863918206,0.7028483172783642,2.0010000000000328,1.0684739316786585,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",25.5,31.199999999999996,1.0,-1.0,False,0,brrt,False
53,[],3.7236874110120226,2.782557071444156,0.5565114142888312,5.908181016193716,1.6047955587099303,0.9002435746200798,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_straight1']",8.799999999999997,15.600000000000001,0.0,-1.0,False,0,brrt,False
54,[],4.0445466106589505,3.90454848819465,0.78090969763893,2.0010000000000328,1.0124242344292493,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",20.0,26.5,1.0,-1.0,False,0,brrt,False
55,[],3.868496619575372,3.6922116852546605,0.7384423370509321,2.4623952611916025,1.0542621538737302,0.9002435746200709,1.400000000000034,rrrGGgrrrGGg,"['eb_left3' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",11.0,17.6,0.0,-1.0,False,0,brrt,False
56,[],4.770309370704242,3.4426623165958437,0.6885324633191687,2.0010000000000328,1.0787088903975677,0.9078375251605494,1.400000000000034,rrrGGgrrrGGg,['eb_left2' 'eb_left3' 'eb_straight1' 'eb_straight2' 'wb_left2'],28.699999999999996,34.9,2.0,-1.0,False,0,brrt,False
57,[],11.721968841666058,0.07045777924826524,0.014091555849653048,14.892383853407408,6.995170236954309,0.9134427415005022,2.3676447394946534,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2' 'wb_right1'
 'wb_straight2']",5.0,8.899999999999999,0.0,-1.0,False,0,brrt,False
58,[],9.164147449625018,0.384848706484231,0.0769697412968462,11.49859636298379,4.854349620848348,0.9141411435685689,1.4077223266664873,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_straight2' 'wb_left1' 'wb_left2'
 'wb_straight2']",6.399999999999999,10.799999999999997,0.0,-1.0,False,0,brrt,False
59,[],10.816459354972116,0.0,0.0,14.845542360431068,9.250000000000005,0.9097621104051467,1.5125388997824931,rrrGGgrrrGGg,['eb_left1' 'eb_straight1' 'wb_left1' 'wb_left2'],6.299999999999997,10.399999999999999,0.0,-1.0,False,0,brrt,False
60,[],3.7407235046888045,3.635268553718569,0.7270537107437138,2.0107442000954734,1.04930786345604,0.9023935026738152,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right4' 'eb_straight2' 'sb_left2' 'wb_left1'
 'wb_left2' 'wb_right4' 'wb_straight3']",11.199999999999996,17.999999999999993,0.0,-1.0,False,0,brrt,False
61,[],10.967397089284963,0.0,0.0,14.843176926058222,7.239999999999989,0.9002435746200701,4.2414060846743356,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2' 'wb_right2'
 'wb_straight2']",5.600000000000001,9.600000000000001,0.0,-1.0,False,0,brrt,False
62,[],11.599999999999977,0.0,0.0,17.32437086501841,14.11444050432761,0.9002435746200805,3.492734976423763,rrrGGgrrrGGg,['eb_straight1' 'wb_left1' 'wb_straight2'],6.600000000000001,10.300000000000004,0.0,-1.0,False,0,brrt,False
63,[],4.0445466106589505,3.6472768935117195,0.7294553787023439,2.0010000000000328,1.0477712515760116,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right2'
 'wb_right3' 'wb_straight1' 'wb_straight2']",18.0,24.5,1.0,-1.0,False,0,brrt,False
64,[],5.504662328252307,2.5455132346388423,0.5091026469277684,2.0010000000000328,1.257930687036146,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",27.5,33.199999999999996,1.0,-1.0,False,0,brrt,False
65,[],5.504662328252307,2.0528523159636802,0.41057046319273605,2.0010000000000328,1.4182586816389164,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",22.5,28.199999999999996,1.0,-1.0,False,0,brrt,False
66,[],12.366666666666646,0.0,0.0,18.510156533274426,15.101871998484896,0.9085310254510082,1.4058023674122637,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2'
 'wb_right2' 'wb_straight1' 'wb_straight2']",5.699999999999996,9.299999999999997,0.0,-1.0,False,0,brrt,False
67,[],4.0445466106589505,3.7444907079397938,0.7488981415879588,2.0010000000000328,1.0343525308696289,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",18.0,24.5,1.0,-1.0,False,0,brrt,False
68,[],9.921590477109113,0.3373754061004952,0.06747508122009904,12.474308602489304,4.997233933473435,0.9002435746200543,3.3579335775765022,rrrGGgrrrGGg,['eb_right2' 'eb_straight2' 'wb_left1' 'wb_left2' 'wb_straight2'],5.799999999999997,10.100000000000001,0.0,-1.0,False,0,brrt,False
69,[],5.504662328252307,3.3415796763400927,0.6683159352680186,2.0010000000000328,1.0948052103849184,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
70,[],9.352299860808845,0.24933648014696885,0.04986729602939377,11.67230692765281,5.147979282737847,0.9125570162986366,1.4894286010887805,rrrGGgrrrGGg,"['eb_left1' 'eb_straight2' 'wb_left1' 'wb_left2' 'wb_right2'
 'wb_straight2']",6.5,10.799999999999997,0.0,-1.0,False,0,brrt,False
71,[],5.305006268026743,1.9709245083585447,0.39418490167170894,3.409215305916917,2.102365457577509,0.9064796012846666,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_straight2' 'wb_straight3']",12.5,18.299999999999997,0.0,-1.0,False,0,brrt,False
72,[],13.155555555555537,0.0,0.0,21.01211694685435,15.70581800387012,0.9042444140951469,4.630750286570162,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2' 'wb_right2'
 'wb_straight2']",5.100000000000001,8.699999999999996,0.0,-1.0,False,0,brrt,False
73,[],4.0445466106589505,3.851000199530296,0.7702000399060591,2.0010000000000328,1.0194488920664753,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",25.0,31.5,1.0,-1.0,False,0,brrt,False
74,[],5.504662328252307,2.1923793039365,0.43847586078729994,2.0010000000000328,1.3683688251230632,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left2'
 'wb_left3' 'wb_right2' 'wb_right3' 'wb_straight3']",15.5,21.199999999999996,1.0,-1.0,False,0,brrt,False
75,[],10.88418238179227,0.0,0.0,14.653411483977834,12.363890301310079,0.9059246188057678,4.1317057504886,rrrGGgrrrGGg,['eb_left1' 'eb_right2' 'eb_straight2' 'wb_left1' 'wb_left2'],6.5,10.600000000000001,0.0,-1.0,False,0,brrt,False
76,[],5.504662328252307,3.0930243445523087,0.6186048689104617,2.0010000000000328,1.1393356572026199,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
